OrdID (279),TimeStamp,OptSym,Under,Exp,Strike,CallPut,OpnInt,Ind,Exch,Price,Sz,BidPrc,BidSz,AskPrc,AskSz,Sprd,SizeR,LeanSz,Side,PrntToBid,PrntToAsk,Penny,
241715211,10:37:16.414,VNQ01181981C,VNQ,2019-01-18,81.00,C,0,ISOI,MIA,4.90,1,4.30,87,4.90,657,0.600000000000001,86,657,Ask,0.60,0.00,Y,
241715212,10:37:16.415,VNQ01181981C,VNQ,2019-01-18,81.00,C,0,ISOI,C2,4.90,3,4.30,76,4.90,507,0.600000000000001,85,507,Ask,0.60,0.00,Y,
241715213,10:37:16.415,VNQ01181981C,VNQ,2019-01-18,81.00,C,0,ISOI,BOX,4.90,22,4.30,76,4.90,478,0.600000000000001,84,478,Ask,0.60,0.00,Y,
241718522,10:38:31.174,INCY011819140C,INCY,2019-01-18,140.00,C,0,ISOI,PHLX,6.80,59,4.10,429,6.80,447,2.7,4,447,Ask,2.70,0.00,Y,
241718523,10:38:31.174,INCY011819140C,INCY,2019-01-18,140.00,C,0,ISOI,NBX,6.80,4,4.10,429,6.80,447,2.7,4,447,Ask,2.70,0.00,Y,
241718524,10:38:31.174,INCY011819140C,INCY,2019-01-18,140.00,C,0,ISOI,MCRY,6.80,17,4.10,389,6.80,402,2.7,3,402,Ask,2.70,0.00,Y,
241726506,10:41:44.859,ALK01181960C,ALK,2019-01-18,60.00,C,0,ISOI,BATS,19.00,1,19.00,320,19.80,128,0.800000000000001,60,320,Bid,0.00,0.80,Y,
241727557,10:42:12.582,X01172040P,X,2020-01-17,40.00,P,0,CMBO,ISE,10.70,1,10.70,476,11.40,142,0.700000000000001,70,476,Bid,0.00,0.70,Y,
241731323,10:43:53.465,TPR01181950C,TPR,2019-01-18,50.00,C,0,AUTO,ISE,2.55,2,2.55,2004,3.20,1331,0.65,33,2004,Bid,0.00,0.65,Y,
241732810,10:44:33.766,MRNS0420187.5C,MRNS,2018-04-20,7.50,C,0,AUTO,PHLX,1.45,20,1.45,406,4.30,295,2.85,27,406,Bid,0.00,2.85,Y,
241746540,10:50:51.421,BID01181937P,BID,2019-01-18,37.00,P,0,REG,C2,1.10,10,1.10,354,1.65,146,0.55,58,354,Bid,0.00,0.55,Y,
241756562,10:55:38.156,AGN061518210C,AGN,2018-06-15,210.00,C,0,ISOI,MIA,1.86,1,1.86,258,2.44,122,0.58,52,258,Bid,0.00,0.58,Y,
241762759,10:58:49.332,BA051818270C,BA,2018-05-18,270.00,C,0,AUTO,EDGX,32.70,1,32.70,303,35.95,309,3.25,-1,303,Bid,0.00,3.25,Y,
241764633,10:59:35.994,RIOT06151815P,RIOT,2018-06-15,15.00,P,0,REG,CBOE,5.30,10,5.30,293,5.90,47,0.600000000000001,83,293,Bid,0.00,0.60,Y,
241774625,11:03:54.703,AAPL011720170P,AAPL,2020-01-17,170.00,P,0,AUTO,EDGX,19.45,1,19.45,372,20.20,14,0.75,96,372,Bid,0.00,0.75,Y,
241784569,11:09:10.549,RIOT06151829C,RIOT,2018-06-15,29.00,C,0,AUTO,BOX,4.70,2,4.70,604,6.50,307,1.8,49,604,Bid,0.00,1.80,Y,
241791689,11:13:14.493,ABC08171897.5C,ABC,2018-08-17,97.50,C,0,REG,MIA,5.40,3,5.40,393,6.00,141,0.6,64,393,Bid,0.00,0.60,Y,
241793969,11:14:35.470,ABC01181995C,ABC,2019-01-18,95.00,C,0,AUTO,ISE,9.60,16,8.50,467,9.60,474,1.1,1,474,Ask,1.10,0.00,Y,
241802450,11:18:52.681,OXY08171877.5C,OXY,2018-08-17,77.50,C,0,AUTO,EDGX,2.01,4,2.01,625,2.51,2,0.5,99,625,Bid,0.00,0.50,Y,
241802657,11:18:59.170,ON07201819C,ON,2018-07-20,19.00,C,0,REG,MPRL,4.00,10,3.20,552,4.00,2431,0.8,77,2431,Ask,0.80,0.00,Y,
241804564,11:20:02.853,APOG08171840P,APOG,2018-08-17,40.00,P,0,ISOI,EDGX,3.30,1,3.30,399,4.10,447,0.8,-12,399,Bid,0.00,0.80,Y,
241807076,11:21:29.185,UBNT01181945P,UBNT,2019-01-18,45.00,P,0,REG,MIA,3.60,1,3.60,576,4.60,516,1,10,576,Bid,0.00,1.00,Y,
241813261,11:24:46.673,RIG0117205C,RIG,2020-01-17,5.00,C,0,AUTO,PHLX,6.40,1,5.20,48,6.40,487,1.2,90,487,Ask,1.20,0.00,Y,
241813894,11:25:08.418,LRCX061518190C,LRCX,2018-06-15,190.00,C,0,ISOI,MIA,15.80,2,15.10,532,15.80,576,0.700000000000001,7,576,Ask,0.70,0.00,Y,
241817503,11:27:12.241,TIF05181892.5C,TIF,2018-05-18,92.50,C,0,AUTO,PHLX,12.80,1,12.80,355,13.40,2,0.6,99,355,Bid,0.00,0.60,Y,
241820614,11:29:09.094,ADSK011720100C,ADSK,2020-01-17,100.00,C,0,AUTO,EDGX,26.80,1,24.25,334,26.80,359,2.55,6,359,Ask,2.55,0.00,Y,
241821906,11:29:53.005,HAIN05181850C,HAIN,2018-05-18,50.00,C,0,AUTO,PHLX,0.95,5,0.95,399,1.50,346,0.55,13,399,Bid,0.00,0.55,Y,
241840686,11:40:33.615,MLM042018210C,MLM,2018-04-20,210.00,C,0,AUTO,AMEX,14.80,1,14.30,10,14.80,329,0.5,96,329,Ask,0.50,0.00,Y,
241844504,11:42:34.995,WB072018140C,WB,2018-07-20,140.00,C,0,REG,CBOE,6.60,1,6.00,523,6.60,602,0.6,13,602,Ask,0.60,0.00,Y,
241846306,11:43:46.634,ROKU04201855C,ROKU,2018-04-20,55.00,C,0,AUTO,BATS,8.90,3,8.40,548,8.90,920,0.5,40,920,Ask,0.50,0.00,Y,
241847713,11:44:28.824,BBBY01172017.5P,BBBY,2020-01-17,17.50,P,0,AUTO,EDGX,2.39,5,2.39,668,2.90,5,0.51,99,668,Bid,0.00,0.51,Y,
241849148,11:45:12.344,TWTR01172022C,TWTR,2020-01-17,22.00,C,0,ISOI,EDGX,7.65,5,7.00,471,7.65,430,0.65,-9,430,Ask,0.65,0.00,Y,
241854230,11:48:36.081,NUE01172052.5P,NUE,2020-01-17,52.50,P,0,ISOI,EDGX,4.15,1,4.15,937,5.05,830,0.899999999999999,11,937,Bid,0.00,0.90,Y,
241854231,11:48:36.082,NUE01172052.5P,NUE,2020-01-17,52.50,P,0,ISOI,MIA,4.15,1,4.15,953,5.05,830,0.899999999999999,12,953,Bid,0.00,0.90,Y,
241855641,11:49:33.731,TMO011819195C,TMO,2019-01-18,195.00,C,0,AUTO,PHLX,17.30,2,16.80,2,17.30,289,0.5,99,289,Ask,0.50,0.00,Y,
241856077,11:49:52.019,C062119100P,C,2019-06-21,100.00,P,0,AUTO,PHLX,25.25,1,25.25,1081,25.75,711,0.5,34,1081,Bid,0.00,0.50,Y,
241857913,11:51:01.012,FDC01172015P,FDC,2020-01-17,15.00,P,0,REG,CBOE,1.20,2,1.20,2314,2.50,173,1.3,92,2314,Bid,0.00,1.30,Y,
241859183,11:51:46.067,SINA011819150C,SINA,2019-01-18,150.00,C,0,AUTO,PHLX,5.90,1,4.95,537,5.90,543,0.95,1,543,Ask,0.95,0.00,Y,
241859318,11:51:51.231,EAT07201840C,EAT,2018-07-20,40.00,C,0,STDL,MIA,3.50,1,3.50,269,4.00,171,0.5,36,269,Bid,0.00,0.50,Y,
241863197,11:54:02.820,HON011720115P,HON,2020-01-17,115.00,P,0,AUTO,EDGX,3.95,1,3.95,760,5.00,147,1.05,80,760,Bid,0.00,1.05,Y,
241867432,11:56:33.650,AMT072018150C,AMT,2018-07-20,150.00,C,0,AUTO,PHLX,3.40,1,3.40,736,3.90,104,0.5,85,736,Bid,0.00,0.50,Y,
241874578,11:59:48.467,D01181985C,D,2019-01-18,85.00,C,0,AUTO,ISE,3.10,2,2.25,1143,3.10,1273,0.85,10,1273,Ask,0.85,0.00,Y,
241874644,11:59:49.390,FAST01181950C,FAST,2019-01-18,50.00,C,0,REG,MPRL,8.70,3,7.30,1258,8.70,1427,1.4,11,1427,Ask,1.40,0.00,Y,
241878800,12:02:00.566,DIA011720160C,DIA,2020-01-17,160.00,C,0,AUTO,PHLX,91.00,1,86.55,602,91.00,663,4.45,9,663,Ask,4.45,0.00,Y,
241880024,12:02:33.594,DNKN01172062.5P,DNKN,2020-01-17,62.50,P,0,REG,MIA,5.30,1,5.30,479,8.20,106,2.9,77,479,Bid,0.00,2.90,Y,
241892799,12:09:56.774,PXD011819200C,PXD,2019-01-18,200.00,C,0,AUTO,EDGX,11.70,1,11.70,1359,12.30,3,0.600000000000001,99,1359,Bid,0.00,0.60,Y,
241897211,12:12:15.164,APTV01181992.5C,APTV,2019-01-18,92.50,C,0,ISOI,MCRY,6.60,20,6.10,417,6.60,396,0.5,-5,396,Ask,0.50,0.00,Y,
241897212,12:12:15.178,APTV01181992.5C,APTV,2019-01-18,92.50,C,0,ISOI,GEM,6.60,10,6.10,417,6.60,428,0.5,2,428,Ask,0.50,0.00,Y,
241897213,12:12:15.179,APTV01181992.5C,APTV,2019-01-18,92.50,C,0,ISOI,MCRY,6.60,10,6.10,407,6.60,408,0.5,0,408,Ask,0.50,0.00,Y,
241897214,12:12:15.201,APTV01181992.5C,APTV,2019-01-18,92.50,C,0,ISOI,ISE,6.60,20,6.10,315,6.60,324,0.5,2,324,Ask,0.50,0.00,Y,
241899767,12:13:23.030,ERJ04201827.5C,ERJ,2018-04-20,27.50,C,0,AUTO,PHLX,0.65,2,0.65,294,2.10,91,1.45,69,294,Bid,0.00,1.45,Y,
241899768,12:13:23.033,ERJ04201827.5C,ERJ,2018-04-20,27.50,C,0,REG,CBOE,0.65,2,0.65,316,2.10,91,1.45,71,316,Bid,0.00,1.45,Y,
241899769,12:13:23.039,ERJ04201827.5C,ERJ,2018-04-20,27.50,C,0,AUTO,BATS,0.65,2,0.65,324,2.10,91,1.45,71,324,Bid,0.00,1.45,Y,
241899831,12:13:25.343,PCG06151840C,PCG,2018-06-15,40.00,C,0,AUTO,AMEX,7.10,2,6.00,334,7.10,657,1.1,49,657,Ask,1.10,0.00,Y,
241906032,12:16:26.957,ACAD06151830C,ACAD,2018-06-15,30.00,C,0,AUTO,PHLX,3.90,80,3.40,1,3.90,508,0.5,99,508,Ask,0.50,0.00,Y,
241909027,12:18:02.834,AVGO011819240C,AVGO,2019-01-18,240.00,C,0,REG,CBOE,45.40,9,45.40,401,46.30,377,0.899999999999999,5,401,Bid,0.00,0.90,Y,
241922694,12:25:26.830,FB122019175C,FB,2019-12-20,175.00,C,0,AUTO,PHLX,32.50,3,32.50,551,33.60,642,1.1,-16,551,Bid,0.00,1.10,Y,
241926019,12:27:29.926,PCG06151842.5C,PCG,2018-06-15,42.50,C,0,AUTO,PHLX,5.90,5,4.50,422,5.90,1411,1.4,70,1411,Ask,1.40,0.00,Y,
241932554,12:31:18.267,APO01181930C,APO,2019-01-18,30.00,C,0,ISOI,MIA,5.60,1,5.10,1268,5.60,1277,0.5,0,1277,Ask,0.50,0.00,Y,
241936764,12:33:49.374,ETN01181990C,ETN,2019-01-18,90.00,C,0,AUTO,PHLX,2.25,2,2.25,429,2.75,290,0.5,32,429,Bid,0.00,0.50,Y,
241944619,12:38:33.769,C01172080C,C,2020-01-17,80.00,C,0,AUTO,BOX,10.50,10,8.10,1801,10.50,1635,2.4,-10,1635,Ask,2.40,0.00,Y,
241947907,12:40:32.310,ALL04201895C,ALL,2018-04-20,95.00,C,0,AUTO,MCRY,11.50,7,10.45,212,11.50,544,1.05,61,544,Ask,1.05,0.00,Y,
241951670,12:43:17.571,KEY01172020C,KEY,2020-01-17,20.00,C,0,ISOI,MPRL,3.60,4,2.79,613,3.60,860,0.81,28,860,Ask,0.81,0.00,Y,
241951671,12:43:17.571,KEY01172020C,KEY,2020-01-17,20.00,C,0,ISOI,EDGX,3.60,1,2.79,613,3.60,860,0.81,28,860,Ask,0.81,0.00,Y,
241951672,12:43:17.571,KEY01172020C,KEY,2020-01-17,20.00,C,0,ISOI,MIA,3.60,1,2.79,565,3.60,779,0.81,27,779,Ask,0.81,0.00,Y,
241951673,12:43:17.572,KEY01172020C,KEY,2020-01-17,20.00,C,0,ISOI,BATS,3.60,24,2.79,464,3.60,642,0.81,27,642,Ask,0.81,0.00,Y,
241956715,12:46:20.918,BABA011819145C,BABA,2019-01-18,145.00,C,0,REG,CBOE,42.00,2,42.00,482,42.50,347,0.5,28,482,Bid,0.00,0.50,Y,
241957385,12:46:43.280,GS011819260C,GS,2019-01-18,260.00,C,0,AUTO,PHLX,27.65,1,27.15,120,27.65,270,0.5,55,270,Ask,0.50,0.00,Y,
241957538,12:46:50.236,IR011819105C,IR,2019-01-18,105.00,C,0,REG,CBOE,2.35,2,2.35,1008,2.90,403,0.55,60,1008,Bid,0.00,0.55,Y,
241957756,12:46:56.535,C01172075P,C,2020-01-17,75.00,P,0,ISOI,MPRL,9.45,9,9.45,421,10.55,372,1.1,11,421,Bid,0.00,1.10,Y,
241957757,12:46:56.535,C01172075P,C,2020-01-17,75.00,P,0,ISOI,MIA,9.45,1,9.45,422,10.55,372,1.1,11,422,Bid,0.00,1.10,Y,
241958310,12:47:17.401,EIX04201872.5P,EIX,2018-04-20,72.50,P,0,ISOI,AMEX,10.10,1,10.10,925,10.70,669,0.6,27,925,Bid,0.00,0.60,Y,
241958411,12:47:21.252,TNA04201865P,TNA,2018-04-20,65.00,P,0,REG,CBOE,2.56,2,2.56,1561,5.95,1586,3.39,-1,1561,Bid,0.00,3.39,Y,
241960035,12:48:24.707,DHR011819105C,DHR,2019-01-18,105.00,C,0,REG,CBOE,2.55,2,2.55,938,3.10,415,0.55,55,938,Bid,0.00,0.55,Y,
241961622,12:49:16.760,ADSK072018110C,ADSK,2018-07-20,110.00,C,0,AUTO,EDGX,8.70,2,8.20,351,8.70,535,0.5,34,535,Ask,0.50,0.00,Y,
241961623,12:49:16.760,ADSK072018110C,ADSK,2018-07-20,110.00,C,0,AUTO,EDGX,8.70,1,8.20,351,8.70,535,0.5,34,535,Ask,0.50,0.00,Y,
241961624,12:49:16.760,ADSK072018110C,ADSK,2018-07-20,110.00,C,0,AUTO,EDGX,8.70,1,8.20,351,8.70,529,0.5,33,529,Ask,0.50,0.00,Y,
241961625,12:49:16.760,ADSK072018110C,ADSK,2018-07-20,110.00,C,0,AUTO,BATS,8.70,6,8.20,351,8.70,529,0.5,33,529,Ask,0.50,0.00,Y,
241979399,12:59:24.376,SM01181925C,SM,2019-01-18,25.00,C,0,AUTO,PHLX,3.90,2,3.90,1450,4.40,1232,0.5,15,1450,Bid,0.00,0.50,Y,
241990130,13:04:01.928,SNE01181955C,SNE,2019-01-18,55.00,C,0,REG,MIA,2.05,1,2.05,1568,2.55,231,0.5,85,1568,Bid,0.00,0.50,Y,
241991686,13:04:48.354,PCG06151845C,PCG,2018-06-15,45.00,C,0,REG,C2,4.00,10,3.10,1,4.00,663,0.9,99,663,Ask,0.90,0.00,Y,
241992961,13:05:24.509,SMG061518105C,SMG,2018-06-15,105.00,C,0,ISOI,EDGX,4.90,1,4.30,407,4.90,575,0.600000000000001,29,575,Ask,0.60,0.00,Y,
241992962,13:05:24.509,SMG061518105C,SMG,2018-06-15,105.00,C,0,ISOI,MIA,4.90,1,4.30,407,4.90,575,0.600000000000001,29,575,Ask,0.60,0.00,Y,
241993706,13:05:46.187,OSTK06151865C,OSTK,2018-06-15,65.00,C,0,AUTO,EDGX,18.20,2,15.70,1,18.20,1025,2.5,99,1025,Ask,2.50,0.00,Y,
241998250,13:08:22.181,NAV04201838C,NAV,2018-04-20,38.00,C,0,AUTO,PHLX,8.30,2,8.30,1209,8.80,216,0.5,82,1209,Bid,0.00,0.50,Y,
242001061,13:09:51.448,AUPH0720185C,AUPH,2018-07-20,5.00,C,0,AUTO,PHLX,1.30,5,0.80,5,1.30,1524,0.5,99,1524,Ask,0.50,0.00,Y,
242004051,13:11:25.678,OC05181890C,OC,2018-05-18,90.00,C,0,AUTO,AMEX,6.70,3,6.20,395,6.70,446,0.5,11,446,Ask,0.50,0.00,Y,
242011843,13:15:44.042,TSCO06151875C,TSCO,2018-06-15,75.00,C,0,REG,CBOE,5.10,1,5.10,1121,5.60,589,0.5,47,1121,Bid,0.00,0.50,Y,
242027910,13:24:04.852,CAT011819135C,CAT,2019-01-18,135.00,C,0,AUTO,EDGX,26.55,2,24.75,6,26.55,399,1.8,98,399,Ask,1.80,0.00,Y,
242029944,13:25:06.880,UNH011720220C,UNH,2020-01-17,220.00,C,0,REG,CBOE,31.95,2,28.00,1,31.95,299,3.95,99,299,Ask,3.95,0.00,Y,
242034498,13:27:19.985,GBX06151860C,GBX,2018-06-15,60.00,C,0,AUTO,PHLX,1.40,1,1.40,492,2.00,5,0.6,98,492,Bid,0.00,0.60,Y,
242035126,13:27:38.200,TCBI061518105C,TCBI,2018-06-15,105.00,C,0,REG,MIA,3.10,1,3.10,278,3.60,237,0.5,14,278,Bid,0.00,0.50,Y,
242035520,13:27:50.327,TSLA011819330C,TSLA,2019-01-18,330.00,C,0,AUTO,PHLX,56.15,1,56.15,414,58.95,370,2.8,10,414,Bid,0.00,2.80,Y,
242047054,13:33:51.106,NVDA011819200C,NVDA,2019-01-18,200.00,C,0,AUTO,EDGX,31.05,1,31.05,380,31.55,150,0.5,60,380,Bid,0.00,0.50,Y,
242054363,13:38:03.035,LEN05181857.5C,LEN,2018-05-18,57.50,C,0,ISOI,EDGX,8.45,1,8.45,258,9.35,1,0.9,99,258,Bid,0.00,0.90,Y,
242056820,13:39:26.460,TM072018130C,TM,2018-07-20,130.00,C,0,AUTO,PHLX,4.05,1,4.05,256,4.65,189,0.600000000000001,26,256,Bid,0.00,0.60,Y,
242076704,13:50:32.286,TSLA061518250P,TSLA,2018-06-15,250.00,P,0,AUTO,ISE,9.25,1,8.65,402,9.25,370,0.6,-8,370,Ask,0.60,0.00,Y,
242096553,14:01:23.450,SF07201850C,SF,2018-07-20,50.00,C,0,AUTO,PHLX,13.50,1,12.50,137,13.50,251,1,45,251,Ask,1.00,0.00,Y,
242123672,14:16:52.400,SVXY011819160C,SVXY,2019-01-18,160.00,C,0,AUTO,AMEX,27.55,5,26.05,493,27.55,457,1.5,-7,457,Ask,1.50,0.00,Y,
242123673,14:16:52.401,SVXY011819160C,SVXY,2019-01-18,160.00,C,0,AUTO,AMEX,27.55,3,26.05,493,27.55,457,1.5,-7,457,Ask,1.50,0.00,Y,
242138939,14:23:46.348,CBI01181920C,CBI,2019-01-18,20.00,C,0,AUTO,PHLX,2.50,3,1.60,9,2.50,2949,0.9,99,2949,Ask,0.90,0.00,Y,
242147955,14:28:10.942,XOM01172080C,XOM,2020-01-17,80.00,C,0,ISOI,NOM,9.80,4,8.35,166,9.80,611,1.45,72,611,Ask,1.45,0.00,Y,
242147956,14:28:10.942,XOM01172080C,XOM,2020-01-17,80.00,C,0,ISOI,MIA,9.80,1,8.35,166,9.80,811,1.45,79,811,Ask,1.45,0.00,Y,
242151042,14:29:40.051,WYN051818115C,WYN,2018-05-18,115.00,C,0,AUTO,PHLX,6.70,1,6.20,2,6.70,316,0.5,99,316,Ask,0.50,0.00,Y,
242161818,14:34:43.768,PGR01181955C,PGR,2019-01-18,55.00,C,0,ISOI,AMEX,5.40,1,4.90,387,5.40,1089,0.5,64,1089,Ask,0.50,0.00,Y,
242161819,14:34:43.768,PGR01181955C,PGR,2019-01-18,55.00,C,0,ISOI,MPRL,5.40,7,4.90,387,5.40,1087,0.5,64,1087,Ask,0.50,0.00,Y,
242161820,14:34:43.768,PGR01181955C,PGR,2019-01-18,55.00,C,0,ISOI,EDGX,5.40,1,4.90,387,5.40,1066,0.5,63,1066,Ask,0.50,0.00,Y,
242161821,14:34:43.768,PGR01181955C,PGR,2019-01-18,55.00,C,0,ISOI,MIA,5.40,5,4.90,387,5.40,1064,0.5,63,1064,Ask,0.50,0.00,Y,
242161822,14:34:43.768,PGR01181955C,PGR,2019-01-18,55.00,C,0,ISOI,ISE,5.40,1,4.90,387,5.40,1064,0.5,63,1064,Ask,0.50,0.00,Y,
242161836,14:34:43.875,PGR01181955C,PGR,2019-01-18,55.00,C,0,ISOI,GEM,5.40,5,4.90,301,5.40,727,0.5,58,727,Ask,0.50,0.00,Y,
242177091,14:41:16.881,ROKU04201844P,ROKU,2018-04-20,44.00,P,0,REG,MPRL,7.00,1,7.00,907,7.50,1021,0.5,-12,907,Bid,0.00,0.50,Y,
242177092,14:41:16.881,ROKU04201844P,ROKU,2018-04-20,44.00,P,0,AUTO,EDGX,7.00,1,7.00,906,7.50,1021,0.5,-12,906,Bid,0.00,0.50,Y,
242180267,14:42:39.723,BEAT05181827C,BEAT,2018-05-18,27.00,C,0,REG,CBOE,6.40,1,6.40,298,8.20,55,1.8,81,298,Bid,0.00,1.80,Y,
242183767,14:44:09.698,MCK051818145P,MCK,2018-05-18,145.00,P,0,AUTO,PHLX,4.10,1,4.10,700,5.10,158,1,77,700,Bid,0.00,1.00,Y,
242185571,14:44:47.604,YY051818105P,YY,2018-05-18,105.00,P,0,AUTO,PHLX,8.50,1,8.50,1198,9.30,501,0.800000000000001,58,1198,Bid,0.00,0.80,Y,
242224400,14:57:05.603,VRTX011819135P,VRTX,2019-01-18,135.00,P,0,AUTO,AMEX,12.80,1,12.80,291,16.10,276,3.3,5,291,Bid,0.00,3.30,Y,

